statement_id,bank_name,account_number,statement_start_date,statement_end_date,synthetic_data,transaction_date,value_date,description,debit,credit,balance,transaction_type,category,reference_id,account_holder_name,aadhaar_id,applicant_id,expected_test_scenario
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-02,2026-04-02,ICICI Bank SALARY CREDIT,0.0,46926.64,65926.64,CREDIT,SALARY,REF00800SAL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-05,2026-04-05,RENT / HOUSEHOLD PAYMENT,12984.38,0.0,52942.26,DEBIT,HOUSING,REF00800RNT,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-07,2026-04-07,LOAN EMI - PRESENTED,11950.76,0.0,40991.5,DEBIT,LOAN_EMI,REF00800EMI,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-08,2026-04-08,EMI RETURN / REVERSAL,0.0,11950.76,52942.26,CREDIT,EMI_RETURN,REF00800EMIR,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-12,2026-04-12,LOAN EMI - RE-PRESENTED,11950.76,0.0,40991.5,DEBIT,LOAN_EMI,REF00800EMI2,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-12,2026-04-12,UTILITY BILL PAYMENT,3219.82,0.0,37771.68,DEBIT,UTILITIES,REF00800UTL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-16,2026-04-16,UPI - GROCERIES,7419.11,0.0,30352.57,DEBIT,GROCERIES,REF00800GRC,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-20,2026-04-20,UPI - TRANSPORT,2522.13,0.0,27830.43,DEBIT,TRANSPORT,REF00800TRN,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-23,2026-04-23,CARD / UPI - SHOPPING,4456.58,0.0,23373.85,DEBIT,DISCRETIONARY,REF00800SHP,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-26,2026-04-26,ATM CASH WITHDRAWAL,2858.97,0.0,20514.88,DEBIT,CASH_WITHDRAWAL,REF00800ATM,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-04-29,2026-04-29,OVERDRAFT UTILISATION,5160.49,0.0,15354.4,DEBIT,OVERDRAFT,REF00800OD,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-05-02,2026-05-02,ICICI Bank SALARY CREDIT,0.0,46488.05,61842.45,CREDIT,SALARY,REF00801SAL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-05-05,2026-05-05,RENT / HOUSEHOLD PAYMENT,11002.97,0.0,50839.48,DEBIT,HOUSING,REF00801RNT,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-05-07,2026-05-07,LOAN EMI PAYMENT,11971.16,0.0,38868.32,DEBIT,LOAN_EMI,REF00801EMI,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-05-12,2026-05-12,UTILITY BILL PAYMENT,4255.86,0.0,34612.45,DEBIT,UTILITIES,REF00801UTL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-05-16,2026-05-16,UPI - GROCERIES,7977.83,0.0,26634.63,DEBIT,GROCERIES,REF00801GRC,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-05-20,2026-05-20,UPI - TRANSPORT,3624.41,0.0,23010.22,DEBIT,TRANSPORT,REF00801TRN,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-05-23,2026-05-23,CARD / UPI - SHOPPING,6499.84,0.0,16510.38,DEBIT,DISCRETIONARY,REF00801SHP,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-05-26,2026-05-26,ATM CASH WITHDRAWAL,3192.93,0.0,13317.45,DEBIT,CASH_WITHDRAWAL,REF00801ATM,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-05-27,2026-05-27,NEFT CREDIT - ONE TIME RECEIPT,0.0,31294.87,44612.32,CREDIT,LARGE_CREDIT,REF00801LCR,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-06-02,2026-06-02,ICICI Bank SALARY CREDIT,0.0,48260.83,92873.15,CREDIT,SALARY,REF00802SAL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-06-05,2026-06-05,RENT / HOUSEHOLD PAYMENT,12887.13,0.0,79986.02,DEBIT,HOUSING,REF00802RNT,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-06-07,2026-06-07,LOAN EMI PAYMENT,11989.79,0.0,67996.23,DEBIT,LOAN_EMI,REF00802EMI,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-06-12,2026-06-12,UTILITY BILL PAYMENT,3272.64,0.0,64723.59,DEBIT,UTILITIES,REF00802UTL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-06-16,2026-06-16,UPI - GROCERIES,7491.16,0.0,57232.43,DEBIT,GROCERIES,REF00802GRC,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-06-20,2026-06-20,UPI - TRANSPORT,3586.91,0.0,53645.52,DEBIT,TRANSPORT,REF00802TRN,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-06-23,2026-06-23,CARD / UPI - SHOPPING,4563.79,0.0,49081.73,DEBIT,DISCRETIONARY,REF00802SHP,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-06-26,2026-06-26,ATM CASH WITHDRAWAL,3165.99,0.0,45915.73,DEBIT,CASH_WITHDRAWAL,REF00802ATM,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-07-02,2026-07-02,ICICI Bank SALARY CREDIT,0.0,47787.22,93702.96,CREDIT,SALARY,REF00803SAL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-07-05,2026-07-05,RENT / HOUSEHOLD PAYMENT,12466.32,0.0,81236.64,DEBIT,HOUSING,REF00803RNT,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-07-07,2026-07-07,LOAN EMI PAYMENT,12034.47,0.0,69202.17,DEBIT,LOAN_EMI,REF00803EMI,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-07-12,2026-07-12,UTILITY BILL PAYMENT,4206.44,0.0,64995.72,DEBIT,UTILITIES,REF00803UTL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-07-16,2026-07-16,UPI - GROCERIES,8101.89,0.0,56893.83,DEBIT,GROCERIES,REF00803GRC,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-07-20,2026-07-20,UPI - TRANSPORT,3431.57,0.0,53462.26,DEBIT,TRANSPORT,REF00803TRN,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-07-23,2026-07-23,CARD / UPI - SHOPPING,6734.32,0.0,46727.94,DEBIT,DISCRETIONARY,REF00803SHP,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-07-26,2026-07-26,ATM CASH WITHDRAWAL,2361.87,0.0,44366.07,DEBIT,CASH_WITHDRAWAL,REF00803ATM,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-08-02,2026-08-02,ICICI Bank SALARY CREDIT,0.0,47378.07,91744.14,CREDIT,SALARY,REF00804SAL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-08-05,2026-08-05,RENT / HOUSEHOLD PAYMENT,13594.44,0.0,78149.7,DEBIT,HOUSING,REF00804RNT,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-08-07,2026-08-07,LOAN EMI PAYMENT,11836.38,0.0,66313.32,DEBIT,LOAN_EMI,REF00804EMI,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-08-12,2026-08-12,UTILITY BILL PAYMENT,3052.37,0.0,63260.94,DEBIT,UTILITIES,REF00804UTL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-08-16,2026-08-16,UPI - GROCERIES,8774.53,0.0,54486.41,DEBIT,GROCERIES,REF00804GRC,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-08-20,2026-08-20,UPI - TRANSPORT,3242.69,0.0,51243.72,DEBIT,TRANSPORT,REF00804TRN,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-08-23,2026-08-23,CARD / UPI - SHOPPING,6895.23,0.0,44348.49,DEBIT,DISCRETIONARY,REF00804SHP,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-08-26,2026-08-26,ATM CASH WITHDRAWAL,2134.56,0.0,42213.94,DEBIT,CASH_WITHDRAWAL,REF00804ATM,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-08-27,2026-08-27,NEFT CREDIT - ONE TIME RECEIPT,0.0,25324.65,67538.58,CREDIT,LARGE_CREDIT,REF00804LCR,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-09-02,2026-09-02,ICICI Bank SALARY CREDIT,0.0,46435.65,113974.23,CREDIT,SALARY,REF00805SAL,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-09-05,2026-09-05,RENT / HOUSEHOLD PAYMENT,11783.34,0.0,102190.88,DEBIT,HOUSING,REF00805RNT,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
BS-008-2026,ICICI Bank,SYN00820261007,2026-04-01,2026-09-30,True,2026-09-07,2026-09-07,LOAN EMI PAYMENT,12205.25,0.0,89985.64,DEBIT,LOAN_EMI,REF00805EMI,Ikbal Barad,0772 8378 3269,008,MANUAL_REVIEW
